1,0,39635,30789,20321,22221,11747,50859
2,250,39310,31129,20035,24398,10028,50515
3,500,38958,31462,19831,26618,8444,50063
4,750,38580,31786,19710,28868,7003,49504
5,1000,38178,32099,19670,31134,5715,48841
6,1250,37753,32399,19712,33402,4588,48080
7,1500,37308,32683,19833,35657,3628,47224
8,1750,36844,32950,20031,37887,2842,46279
9,2000,36363,33199,20302,40076,2234,45251
10,2250,35869,33427,20645,42211,1809,44146
11,2500,35366,33634,21055,44280,1568,42971
12,2750,34858,33818,21531,46270,1513,41734
13,3000,34347,33979,22070,48167,1646,40441
14,3250,33838,34114,22669,49961,1964,39101
15,3500,33334,34224,23327,51641,2466,37722
16,3750,32839,34308,24040,53197,3149,36312
17,4000,32357,34365,24808,54618,4008,34880
18,4250,31890,34395,25626,55897,5039,33435
19,4500,31442,34397,26490,57024,6234,31986
20,4750,31016,34373,27395,57994,7588,30542
21,5000,30614,34321,28337,58800,9090,29111
22,5250,30238,34243,29315,59438,10732,27703
23,5500,29892,34138,30317,59902,12504,26326
24,5750,29576,34008,31338,60191,14395,24989
25,6000,29294,33853,32370,60303,16393,23700
26,6250,29046,33675,33407,60237,18486,22467
27,6500,28835,33474,34442,59992,20660,21297
28,6750,28660,33252,35467,59572,22903,20198
29,7000,28524,33009,36476,58978,25201,19177
30,7250,28428,32749,37462,58214,27540,18240
31,7500,28370,32471,38419,57284,29905,17392
32,7750,28354,32178,39339,56195,32282,16639
33,8000,28377,31872,40218,54953,34656,15985
34,8250,28440,31554,41049,53566,37013,15435
35,8500,28543,31225,41828,52043,39337,14992
36,8750,28684,30888,42550,50392,41615,14658
37,9000,28863,30545,43210,48624,43832,14436
38,9250,29079,30198,43805,46750,45975,14327
39,9500,29330,29850,44331,44781,48030,14331
40,9750,29615,29503,44784,42731,49985,14450
41,10000,29931,29158,45162,40610,51828,14681
42,10250,30277,28818,45463,38433,53547,15024
43,10500,30652,28486,45685,36212,55132,15476
44,10750,31051,28163,45827,33962,56573,16035
45,11000,31474,27851,45887,31696,57862,16697
46,11250,31917,27552,45866,29429,58989,17459
47,11500,32378,27269,45764,27173,59949,18315
48,11750,32855,27003,45582,24944,60735,19259
49,12000,33345,26755,45321,22754,61343,20288
50,12250,33846,26528,44982,20618,61768,21393
51,12500,34352,26323,44569,18548,62009,22568
52,12750,34862,26141,44083,16558,62063,23807
53,13000,35371,25983,43528,14660,61931,25100
54,13250,35878,25851,42907,12864,61612,26441
55,13500,36378,25746,42224,11183,61110,27821
56,13750,36869,25668,41484,9627,60427,29231
57,14000,37347,25618,40690,8206,59568,30663
58,14250,37809,25595,39847,6927,58537,32108
59,14500,38253,25600,38961,5799,57341,33558
60,14750,38675,25631,38037,4830,55988,35002
61,15000,39073,25689,37080,4024,54485,36432
62,15250,39444,25772,36092,3387,52843,37840
63,15500,39786,25880,35082,2923,51070,39217
64,15750,40097,26010,34058,2635,49179,40554
65,16000,40373,26163,33025,2524,47180,41843
66,16250,40613,26338,31989,2591,45087,43076
67,16500,40815,26533,30957,2836,42912,44246
68,16750,40978,26748,29936,3257,40668,45345
69,17000,41100,26983,28931,3852,38369,46366
70,17250,41180,27235,27951,4617,36030,47303
71,17500,41220,27505,26999,5546,33664,48151
72,17750,41219,27791,26084,6636,31287,48904
73,18000,41179,28091,25210,7878,28914,49557
74,18250,41100,28404,24384,9265,26557,50107
75,18500,40986,28728,23609,10789,24234,50550
76,18750,40838,29062,22893,12440,21956,50883
77,19000,40657,29403,22238,14208,19740,51105
78,19250,40445,29748,21649,16081,17598,51214
79,19500,40204,30096,21131,18050,15543,51209
80,19750,39934,30444,20688,20100,13589,51090
81,20000,39635,30789,20321,22221,11747,50859
82,20250,39310,31129,20035,24398,10028,50515
83,20500,38958,31462,19831,26618,8444,50063
84,20750,38580,31786,19710,28868,7003,49504
85,21000,38178,32099,19670,31134,5715,48841
86,21250,37753,32399,19712,33402,4588,48080
87,21500,37308,32683,19833,35657,3628,47224
88,21750,36844,32950,20031,37887,2842,46279
89,22000,36363,33199,20302,40076,2234,45251
90,22250,35869,33427,20645,42211,1809,44146
91,22500,35366,33634,21056,44280,1568,42971
92,22750,34858,33818,21531,46270,1513,41734
93,23000,34347,33979,22070,48167,1646,40441
94,23250,33838,34114,22669,49961,1964,39101
95,23500,33334,34224,23327,51641,2466,37722
96,23750,32839,34308,24041,53197,3149,36312
97,24000,32357,34365,24808,54618,4008,34880
98,24250,31890,34395,25626,55897,5039,33435
99,24500,31442,34397,26490,57024,6234,31986
100,24750,31016,34373,27395,57994,7588,30542
101,25000,30614,34321,28338,58800,9090,29111
102,25250,30238,34243,29315,59438,10732,27703
103,25500,29892,34138,30318,59902,12504,26326
104,25750,29576,34008,31338,60191,14395,24989
105,26000,29294,33853,32371,60303,16393,23700
106,26250,29046,33675,33408,60237,18486,22467
107,26500,28835,33474,34442,59992,20660,21297
108,26750,28660,33252,35468,59572,22903,20198
109,27000,28524,33009,36477,58978,25201,19177
110,27250,28428,32749,37462,58214,27540,18240
111,27500,28370,32471,38419,57284,29905,17392
112,27750,28354,32178,39339,56195,32282,16639
113,28000,28377,31872,40218,54953,34656,15985
114,28250,28440,31554,41049,53566,37013,15435
115,28500,28543,31225,41828,52043,39337,14992
116,28750,28684,30888,42550,50392,41615,14658
117,29000,28863,30545,43211,48624,43832,14436
118,29250,29079,30198,43805,46750,45975,14327
119,29500,29330,29850,44331,44781,48030,14331
120,29750,29615,29503,44784,42731,49985,14450
121,30000,29931,29158,45162,40610,51828,14681
122,30250,30277,28818,45463,38433,53547,15024
123,30500,30652,28486,45685,36212,55132,15476
124,30750,31051,28163,45827,33962,56573,16035
125,31000,31474,27851,45887,31696,57862,16697
126,31250,31917,27552,45866,29429,58989,17459
127,31500,32378,27269,45764,27173,59949,18315
128,31750,32855,27003,45582,24944,60735,19259
129,32000,33345,26755,45321,22754,61343,20288
130,32250,33846,26528,44983,20618,61768,21393
131,32500,34352,26323,44569,18548,62009,22568
132,32750,34862,26141,44083,16558,62063,23807
133,33000,35371,25983,43528,14660,61931,25100
134,33250,35878,25851,42907,12864,61612,26441
135,33500,36378,25746,42224,11183,61110,27821
136,33750,36869,25668,41484,9627,60427,29231
137,34000,37347,25618,40690,8206,59568,30663
138,34250,37809,25595,39847,6927,58537,32108
139,34500,38253,25600,38961,5799,57341,33558
140,34750,38675,25631,38038,4830,55988,35002
141,35000,39073,25689,37081,4024,54485,36432
142,35250,39444,25772,36092,3387,52843,37841
143,35500,39786,25880,35083,2923,51070,39217
144,35750,40097,26010,34058,2635,49179,40554
145,36000,40373,26163,33025,2524,47180,41843
146,36250,40613,26338,31989,2591,45087,43076
147,36500,40815,26533,30957,2836,42912,44246
148,36750,40978,26748,29936,3257,40668,45345
149,37000,41100,26983,28932,3852,38369,46366
150,37250,41180,27235,27951,4617,36030,47303
151,37500,41220,27505,27000,5546,33664,48151
152,37750,41219,27791,26084,6636,31287,48904
153,38000,41179,28091,25211,7878,28914,49557
154,38250,41100,28404,24384,9265,26557,50107
155,38500,40986,28728,23610,10789,24234,50550
156,38750,40838,29062,22893,12440,21956,50883
157,39000,40657,29403,22238,14208,19740,51105
158,39250,40445,29748,21649,16081,17598,51214
159,39500,40204,30096,21131,18050,15543,51209
160,39750,39934,30444,20688,20100,13589,51090
161,40000,39635,30789,20322,22221,11747,50859
162,40250,39310,31129,20036,24398,10028,50515
163,40500,38958,31462,19832,26618,8444,50063
164,40750,38580,31786,19710,28868,7003,49504
165,41000,38178,32099,19671,31134,5715,48841
166,41250,37753,32399,19712,33402,4588,48080
167,41500,37308,32683,19833,35657,3628,47224
168,41750,36844,32950,20031,37887,2842,46279
169,42000,36363,33199,20303,40076,2234,45251
170,42250,35869,33427,20645,42211,1809,44146
171,42500,35366,33634,21056,44280,1568,42971
172,42750,34858,33818,21532,46270,1513,41734
173,43000,34347,33979,22070,48167,1646,40441
174,43250,33838,34114,22669,49961,1964,39101
175,43500,33334,34224,23327,51641,2466,37722
176,43750,32839,34308,24041,53197,3149,36312
177,44000,32357,34365,24808,54618,4008,34880
178,44250,31890,34395,25626,55897,5039,33435
179,44500,31442,34397,26490,57024,6234,31986
180,44750,31016,34373,27396,57994,7588,30542
181,45000,30614,34321,28338,58800,9090,29111
182,45250,30238,34243,29315,59438,10732,27703
183,45500,29892,34138,30318,59902,12504,26326
184,45750,29576,34008,31339,60191,14395,24989
185,46000,29294,33854,32371,60303,16393,23700
186,46250,29046,33675,33408,60237,18486,22467
187,46500,28835,33474,34442,59992,20660,21297
188,46750,28660,33252,35468,59572,22903,20198
189,47000,28524,33009,36477,58978,25201,19177
190,47250,28428,32749,37463,58214,27540,18240
191,47500,28370,32471,38419,57284,29905,17392
192,47750,28354,32178,39339,56195,32282,16639
193,48000,28377,31872,40218,54953,34656,15985
194,48250,28440,31554,41050,53566,37013,15435
195,48500,28543,31224,41829,52043,39337,14992
196,48750,28684,30887,42551,50392,41615,14658
197,49000,28863,30544,43211,48624,43832,14436
198,49250,29079,30198,43805,46750,45975,14327
199,49500,29330,29850,44331,44781,48030,14331
200,49750,29615,29502,44784,42731,49985,14450
201,50000,29931,29158,45163,40610,51828,14681
202,50250,30277,28818,45464,38433,53547,15024
203,50500,30652,28486,45686,36212,55132,15476
204,50750,31051,28162,45827,33962,56573,16035
205,51000,31474,27850,45887,31696,57862,16697
206,51250,31917,27552,45866,29429,58989,17459
207,51500,32378,27269,45764,27173,59949,18315
208,51750,32855,27002,45582,24944,60735,19259
209,52000,33345,26755,45321,22754,61343,20288
210,52250,33846,26528,44983,20618,61768,21393
211,52500,34352,26322,44569,18548,62009,22568
212,52750,34862,26140,44083,16558,62063,23807
213,53000,35371,25983,43528,14660,61931,25100
214,53250,35878,25851,42907,12864,61612,26441
215,53500,36378,25745,42225,11183,61110,27821
216,53750,36869,25667,41484,9627,60427,29231
217,54000,37347,25617,40690,8206,59568,30663
218,54250,37809,25595,39848,6927,58537,32108
219,54500,38253,25599,38962,5799,57341,33558
220,54750,38675,25631,38038,4830,55988,35002
221,55000,39073,25689,37081,4024,54485,36432
222,55250,39444,25772,36092,3387,52843,37841
223,55500,39786,25879,35083,2923,51070,39217
224,55750,40097,26010,34058,2635,49179,40554
225,56000,40373,26163,33025,2524,47180,41843
226,56250,40613,26338,31989,2591,45087,43076
227,56500,40815,26533,30957,2836,42912,44246
228,56750,40978,26748,29936,3257,40668,45345
229,57000,41100,26982,28932,3852,38369,46366
230,57250,41180,27235,27951,4617,36030,47303
231,57500,41220,27505,27000,5546,33664,48151
232,57750,41219,27790,26085,6636,31287,48904
233,58000,41179,28091,25211,7878,28914,49557
234,58250,41101,28403,24384,9265,26557,50107
235,58500,40986,28728,23610,10789,24234,50550
236,58750,40838,29062,22893,12440,21956,50883
237,59000,40657,29403,22238,14208,19740,51105
238,59250,40445,29748,21650,16081,17598,51214
239,59500,40204,30096,21132,18050,15543,51209
240,59750,39934,30443,20688,20100,13589,51090
241,60000,39635,30788,20322,22221,11747,50859
242,60250,39310,31129,20036,24398,10028,50515
243,60500,38958,31462,19832,26618,8444,50063
244,60750,38580,31786,19710,28868,7003,49504
245,61000,38178,32099,19671,31134,5715,48841
246,61250,37753,32398,19712,33402,4588,48080
247,61500,37308,32682,19833,35657,3628,47224
248,61750,36844,32950,20031,37887,2842,46279
249,62000,36363,33198,20303,40076,2234,45251
250,62250,35869,33427,20645,42211,1809,44146
251,62500,35366,33634,21056,44280,1568,42971
252,62750,34858,33818,21532,46269,1513,41734
253,63000,34347,33978,22070,48167,1646,40441
254,63250,33838,34114,22669,49961,1964,39101
255,63500,33334,34224,23327,51641,2466,37722
256,63750,32839,34308,24041,53197,3149,36312
257,64000,32357,34365,24808,54618,4008,34880
258,64250,31890,34395,25626,55897,5039,33435
259,64500,31442,34397,26490,57024,6234,31986
260,64750,31016,34372,27396,57994,7588,30542
261,65000,30614,34321,28338,58800,9090,29111
262,65250,30238,34243,29315,59438,10732,27703
263,65500,29892,34138,30318,59902,12504,26326
264,65750,29576,34008,31339,60191,14395,24989
