1,0,41654,31016,39501,29833,55673,16185
2,250,42141,30346,39376,27761,56216,17530
3,500,42641,29728,39208,25734,56614,18984
4,750,43148,29165,38998,23765,56866,20535
5,1000,43659,28659,38749,21865,56969,22176
6,1250,44172,28216,38461,20046,56922,23896
7,1500,44682,27836,38136,18321,56727,25684
8,1750,45187,27523,37777,16699,56384,27529
9,2000,45684,27278,37386,15190,55896,29419
10,2250,46170,27103,36965,13804,55265,31344
11,2500,46640,26997,36516,12549,54495,33291
12,2750,47093,26963,36042,11433,53591,35249
13,3000,47526,26999,35547,10463,52559,37205
14,3250,47935,27107,35030,9645,51405,39147
15,3500,48317,27284,34498,8983,50136,41063
16,3750,48671,27530,33952,8482,48759,42941
17,4000,48993,27843,33397,8146,47284,44771
18,4250,49280,28221,32837,7975,45720,46540
19,4500,49530,28662,32273,7971,44076,48238
20,4750,49740,29162,31711,8135,42362,49854
21,5000,49909,29719,31152,8465,40589,51378
22,5250,50036,30329,30602,8958,38768,52800
23,5500,50120,30989,30063,9613,36910,54113
24,5750,50161,31694,29539,10425,35026,55308
25,6000,50161,32441,29034,11389,33129,56377
26,6250,50122,33224,28549,12499,31229,57314
27,6500,50046,34043,28089,13748,29339,58113
28,6750,49937,34892,27656,15128,27470,58770
29,7000,49796,35764,27252,16631,25634,59280
30,7250,49625,36654,26881,18248,23842,59640
31,7500,49426,37558,26545,19968,22105,59848
32,7750,49201,38470,26245,21782,20434,59902
33,8000,48951,39383,25983,23677,18839,59803
34,8250,48676,40293,25761,25643,17330,59550
35,8500,48376,41192,25581,27667,15917,59146
36,8750,48051,42076,25442,29737,14607,58593
37,9000,47702,42937,25346,31841,13409,57893
38,9250,47328,43770,25294,33964,12330,57053
39,9500,46930,44570,25285,36094,11377,56076
40,9750,46509,45332,25320,38218,10556,54970
41,10000,46067,46051,25398,40322,9872,53740
42,10250,45605,46723,25520,42393,9328,52395
43,10500,45125,47344,25684,44419,8930,50943
44,10750,44629,47909,25889,46387,8678,49393
45,11000,44121,48416,26134,48284,8575,47755
46,11250,43608,48863,26418,50100,8621,46038
47,11500,43091,49245,26739,51823,8816,44253
48,11750,42577,49562,27094,53442,9158,42411
49,12000,42070,49811,27481,54949,9647,40522
50,12250,41574,49990,27899,56334,10277,38599
51,12500,41093,50099,28344,57588,11047,36652
52,12750,40629,50136,28814,58704,11951,34695
53,13000,40187,50102,29307,59675,12982,32739
54,13250,39769,49996,29820,60494,14136,30797
55,13500,39378,49820,30351,61157,15405,28880
56,13750,39015,49574,30896,61659,16780,27000
57,14000,38683,49261,31451,61997,18254,25170
58,14250,38383,48881,32014,62170,19818,23401
59,14500,38118,48437,32580,62175,21461,21702
60,14750,37889,47934,33146,62013,23174,20086
61,15000,37697,47372,33709,61685,24946,18562
62,15250,37544,46757,34264,61193,26766,17139
63,15500,37430,46091,34809,60539,28623,15826
64,15750,37355,45380,35338,59728,30506,14631
65,16000,37321,44626,35849,58765,32403,13561
66,16250,37328,43836,36339,57656,34303,12624
67,16500,37375,43011,36804,56408,36193,11824
68,16750,37462,42157,37241,55027,38063,11166
69,17000,37589,41280,37648,53524,39900,10655
70,17250,37754,40386,38022,51907,41693,10295
71,17500,37957,39480,38361,50186,43431,10086
72,17750,38196,38569,38663,48372,45103,10030
73,18000,38469,37657,38926,46476,46699,10129
74,18250,38775,36750,39149,44510,48210,10380
75,18500,39112,35854,39330,42486,49625,10783
76,18750,39478,34974,39469,40416,50936,11336
77,19000,39870,34117,39564,38313,52134,12034
78,19250,40286,33288,39615,36191,53214,12873
79,19500,40724,32491,39621,34061,54167,13849
80,19750,41181,31732,39583,31937,54988,14955
81,20000,41655,31016,39501,29833,55673,16185
82,20250,42142,30346,39375,27761,56216,17530
83,20500,42641,29728,39207,25734,56614,18984
84,20750,43148,29165,38998,23765,56866,20535
85,21000,43659,28659,38749,21865,56969,22176
86,21250,44172,28216,38461,20046,56922,23896
87,21500,44682,27836,38136,18321,56727,25684
88,21750,45188,27523,37777,16699,56384,27529
89,22000,45684,27278,37386,15190,55896,29419
90,22250,46170,27103,36964,13804,55265,31344
91,22500,46640,26997,36516,12549,54495,33291
