1,0,4741,56846,58402,32820,32738,32743
2,250,4741,56846,58402,32821,32737,32742
3,500,4741,56846,58402,32823,32737,32742
4,750,4741,56846,58402,32824,32736,32741
5,1000,4741,56846,58402,32825,32736,32740
6,1250,4741,56847,58402,32826,32736,32739
7,1500,4741,56847,58402,32827,32736,32738
8,1750,4741,56847,58402,32828,32736,32737
9,2000,4741,56847,58402,32829,32736,32736
10,2250,4741,56847,58402,32830,32736,32735
11,2500,4741,56847,58402,32831,32736,32734
12,2750,4741,56847,58402,32832,32736,32733
13,3000,4740,56847,58402,32832,32736,32732
14,3250,4740,56847,58402,32833,32737,32731
15,3500,4740,56847,58401,32834,32737,32730
16,3750,4740,56847,58401,32834,32738,32729
17,4000,4740,56847,58401,32835,32739,32728
18,4250,4740,56847,58401,32835,32739,32726
19,4500,4740,56847,58401,32835,32740,32725
20,4750,4740,56847,58401,32836,32741,32724
21,5000,4740,56847,58401,32836,32742,32723
22,5250,4740,56847,58401,32836,32743,32722
23,5500,4740,56847,58401,32836,32744,32721
24,5750,4740,56847,58401,32836,32745,32720
25,6000,4740,56847,58401,32835,32746,32720
26,6250,4740,56847,58402,32835,32747,32719
27,6500,4740,56847,58402,32835,32748,32718
28,6750,4740,56847,58402,32834,32749,32717
29,7000,4740,56847,58402,32834,32751,32717
30,7250,4740,56847,58402,32833,32752,32716
31,7500,4740,56847,58402,32832,32753,32716
32,7750,4740,56847,58402,32831,32754,32716
33,8000,4740,56847,58402,32831,32755,32715
34,8250,4740,56847,58402,32830,32756,32715
35,8500,4740,56847,58402,32829,32757,32715
36,8750,4740,56847,58402,32828,32758,32715
37,9000,4740,56847,58402,32827,32759,32715
38,9250,4740,56847,58402,32826,32760,32715
39,9500,4740,56847,58402,32824,32761,32716
40,9750,4740,56847,58402,32823,32761,32716
41,10000,4740,56847,58402,32822,32762,32717
42,10250,4740,56847,58402,32821,32763,32717
43,10500,4740,56847,58402,32820,32763,32718
44,10750,4740,56847,58402,32819,32764,32718
45,11000,4740,56847,58402,32818,32764,32719
46,11250,4740,56847,58402,32816,32764,32720
47,11500,4740,56847,58402,32815,32765,32721
48,11750,4740,56847,58402,32814,32765,32722
49,12000,4740,56847,58402,32813,32765,32723
50,12250,4740,56847,58402,32812,32765,32724
51,12500,4740,56847,58402,32812,32764,32725
52,12750,4740,56847,58402,32811,32764,32726
53,13000,4740,56847,58402,32810,32764,32727
54,13250,4740,56847,58403,32809,32763,32728
55,13500,4740,56847,58403,32809,32763,32730
56,13750,4740,56847,58403,32808,32762,32731
57,14000,4740,56847,58403,32808,32761,32732
58,14250,4740,56847,58403,32807,32761,32733
59,14500,4740,56847,58403,32807,32760,32734
60,14750,4740,56847,58403,32807,32759,32735
61,15000,4740,56847,58403,32807,32758,32736
62,15250,4740,56846,58403,32807,32757,32737
63,15500,4740,56846,58403,32807,32756,32738
64,15750,4740,56846,58403,32807,32755,32739
65,16000,4740,56846,58403,32807,32754,32740
66,16250,4740,56846,58403,32807,32753,32741
67,16500,4740,56846,58403,32808,32752,32741
68,16750,4740,56846,58402,32808,32751,32742
69,17000,4740,56846,58402,32809,32749,32743
70,17250,4740,56846,58402,32810,32748,32743
71,17500,4740,56846,58402,32810,32747,32743
72,17750,4740,56846,58402,32811,32746,32744
73,18000,4740,56846,58402,32812,32745,32744
74,18250,4740,56846,58402,32813,32744,32744
75,18500,4740,56846,58402,32814,32743,32744
76,18750,4740,56846,58402,32815,32742,32744
77,19000,4740,56846,58402,32816,32741,32744
78,19250,4740,56846,58402,32817,32740,32744
79,19500,4740,56846,58402,32818,32739,32744
80,19750,4740,56846,58402,32819,32739,32743
81,20000,4741,56846,58402,32820,32738,32743
82,20250,4741,56846,58402,32821,32737,32742
83,20500,4741,56846,58402,32823,32737,32742
84,20750,4741,56846,58402,32824,32736,32741
85,21000,4741,56846,58402,32825,32736,32740
86,21250,4741,56847,58402,32826,32736,32739
87,21500,4741,56847,58402,32827,32736,32738
88,21750,4741,56847,58402,32828,32736,32737
89,22000,4741,56847,58402,32829,32736,32736
90,22250,4741,56847,58402,32830,32736,32735
91,22500,4741,56847,58402,32831,32736,32734
92,22750,4741,56847,58402,32832,32736,32733
93,23000,4740,56847,58402,32832,32736,32732
94,23250,4740,56847,58402,32833,32737,32731
95,23500,4740,56847,58401,32834,32737,32730
96,23750,4740,56847,58401,32834,32738,32729
97,24000,4740,56847,58401,32835,32739,32728
98,24250,4740,56847,58401,32835,32739,32726
99,24500,4740,56847,58401,32835,32740,32725
100,24750,4740,56847,58401,32836,32741,32724
101,25000,4740,56847,58401,32836,32742,32723
102,25250,4740,56847,58401,32836,32743,32722
103,25500,4740,56847,58401,32836,32744,32721
104,25750,4740,56847,58401,32836,32745,32720
105,26000,4740,56847,58401,32835,32746,32720
106,26250,4740,56847,58402,32835,32747,32719
107,26500,4740,56847,58402,32835,32748,32718
108,26750,4740,56847,58402,32834,32749,32717
109,27000,4740,56847,58402,32834,32751,32717
110,27250,4740,56847,58402,32833,32752,32716
111,27500,4740,56847,58402,32832,32753,32716
112,27750,4740,56847,58402,32831,32754,32716
113,28000,4740,56847,58402,32830,32755,32715
